image_link,laptop_name,long_price
https://static.1k.by/images/products/ip/125/pp6/c/4176491/if4bcebfc5.jpg,Dell,"3 522,99 - 4 438,33 б.р."
https://static.1k.by/images/products/ip/125/ppc/a/4177427/i06f54e6d7.jpg,HP,"854,00 - 1 013,81 б.р."
https://static.1k.by/images/products/ip/125/pp1/3/4179057/ib5e55bd86.jpg,MSI,"2 264,00 - 2 702,76 б.р."
https://static.1k.by/images/products/ip/125/ppd/9/4181597/i913b72233.jpg,Dell,"4 017,99 - 4 638,22 б.р."
https://static.1k.by/images/products/ip/125/pp9/9/4181601/i224e57cea.jpg,Dell,"3 851,99 - 4 283,60 б.р."
https://static.1k.by/images/products/ip/125/pp0/7/4191823/i52fe04541.jpg,Lenovo,"3 104,00 - 4 512,90 б.р."
https://static.1k.by/images/products/ip/125/pp7/9/3948935/i2c3fe78e2.jpg,Xiaomi,"2 034,10 - 2 133,30 б.р."
https://static.1k.by/images/products/ip/125/pp3/f/3732379/idea41205b.jpg,Lenovo,"1 852,80 - 3 782,78 б.р."
https://static.1k.by/images/products/ip/125/ppe/0/3811975/ib8b53ae6b.jpg,Dell,"1 640,00 - 3 487,99 б.р."
https://static.1k.by/images/products/ip/125/pp1/e/3914517/icbdab719a.jpg,Acer,"1 020,00 - 1 780,00 б.р."
https://static.1k.by/images/products/ip/125/ppc/3/3927273/i09a236439.jpg,Dell,"2 339,99 - 3 124,74 б.р."
https://static.1k.by/images/products/ip/125/pp0/3/3946277/i8137a6f89.jpg,HP,"1 391,00 - 1 791,85 б.р."
https://static.1k.by/images/products/ip/125/pp5/6/3947465/id2ddb42ea.jpg,Dell,"2 223,99 - 2 755,94 б.р."
https://static.1k.by/images/products/ip/125/ppb/f/3951533/i0b7248f70.jpg,Lenovo,"1 433,00 - 1 870,77 б.р."
https://static.1k.by/images/products/ip/125/pp9/1/3965881/i907bbfea5.jpg,Lenovo,"6 219,00 - 7 575,07 б.р."
https://static.1k.by/images/products/ip/125/ppa/5/3727071/i1fa848ac0.jpg,Lenovo,"1 318,00 - 2 770,00 б.р."
https://static.1k.by/images/products/ip/125/ppe/f/4049905/ie2e6b750f.jpg,HP,"1 652,00 - 1 912,32 б.р."
https://static.1k.by/images/products/ip/125/pp9/8/4101593/i9f4df643c.jpg,Lenovo,"2 177,70 - 2 705,70 б.р."
https://static.1k.by/images/products/ip/125/ppb/5/4131611/id8cc2081a.jpg,Dell,"2 465,00 - 2 470,00 б.р."
https://static.1k.by/images/products/ip/125/ppf/3/4131627/i3011037b2.jpg,Acer,"2 723,00 - 3 320,34 б.р."
https://static.1k.by/images/products/ip/125/pp0/9/4134279/iab8cf1eab.jpg,ASUS,"806,00 - 962,11 б.р."
https://static.1k.by/images/products/ip/125/pp0/1/4134283/i20b34a413.jpg,ASUS,"1 039,00 - 1 220,95 б.р."
https://static.1k.by/images/products/ip/125/pp3/c/4134895/i5d8a332bd.jpg,Acer,"3 681,00 - 4 467,81 б.р."
https://static.1k.by/images/products/ip/125/pp7/b/4168599/iec8ec9e78.jpg,ASUS,"2 185,00 - 2 358,00 б.р."
https://static.1k.by/images/products/ip/125/pp5/c/4146127/i8e37be87e.jpeg,Acer,"3 312,00 - 3 963,97 б.р."
https://static.1k.by/images/products/ip/125/ppc/2/4148927/i343c0de0a.jpg,Acer,"1 366,00 - 1 625,67 б.р."
https://static.1k.by/images/products/ip/125/ppc/4/4155965/ia571a7677.jpeg,Dell,"4 925,30 - 6 069,12 б.р."
https://static.1k.by/images/products/ip/125/pp1/7/4158537/i95112b501.png,Lenovo,"1 525,00 - 1 810,74 б.р."
https://static.1k.by/images/products/ip/125/pp2/c/4158937/ife52bc355.jpg,Lenovo,"1 820,00 - 2 134,00 б.р."
https://static.1k.by/images/products/ip/125/pp7/a/4160573/i692810491.jpeg,HP,"3 535,62 - 4 131,71 б.р."
https://static.1k.by/images/products/ip/125/ppc/d/4163547/if4b8a7c97.jpeg,Lenovo,"4 773,86 - 5 758,40 б.р."
https://static.1k.by/images/products/ip/125/pp4/1/4174319/i819431390.jpeg,Dell,"1 789,00 - 1 950,00 б.р."
https://static.1k.by/images/products/ip/125/pp2/d/4174357/i252245620.jpg,Lenovo,"1 245,00 - 1 545,36 б.р."
https://static.1k.by/images/products/ip/125/pp5/4/4174383/i89544afe9.jpeg,Dell,"5 471,99 - 6 356,14 б.р."
https://static.1k.by/images/products/ip/125/ppa/b/4174567/i7f4274007.jpg,Acer,"1 879,00 - 2 179,27 б.р."
https://static.1k.by/images/products/ip/125/pp5/f/4176493/i6d62551fd.jpg,Dell,"3 704,99 - 4 512,46 б.р."
https://static.1k.by/images/products/ip/125/ppe/8/4176505/i71b520d3b.jpg,Dell,"3 391,99 - 4 010,07 б.р."
https://static.1k.by/images/products/ip/125/ppa/6/4178123/i27a6d4734.png,HP,"754,00 - 1 273,11 б.р."
https://static.1k.by/images/products/ip/125/pp1/4/4178359/i565965ec6.jpg,Lenovo,"1 046,00 - 1 230,89 б.р."
https://static.1k.by/images/products/ip/125/ppe/6/4179047/i995dc888f.jpeg,HP,"3 296,08 - 4 314,20 б.р."
https://static.1k.by/images/products/ip/125/ppe/3/4179801/i2f6e9016e.jpg,HP,"1 655,00 - 1 939,62 б.р."
https://static.1k.by/images/products/ip/125/pp9/f/4179803/i924bf9bdd.jpg,HP,"1 725,00 - 2 210,10 б.р."
https://static.1k.by/images/products/ip/125/ppc/a/3949791/i91286e747.jpg,Acer,"718,00 - 843,59 б.р."
https://static.1k.by/images/products/ip/125/pp7/c/4043711/i1a828c520.jpg,ASUS,"2 044,00 - 2 557,83 б.р."
https://static.1k.by/images/products/ip/125/pp8/2/2936261/ie93ae3319.jpg,Lenovo,"2 212,00 - 3 028,00 б.р."
https://static.1k.by/images/products/ip/125/pp7/3/3848721/i25cacac53.jpg,HP,"3 026,00 - 3 172,10 б.р."
https://static.1k.by/images/products/ip/125/pp0/0/3874193/i89f42d15c.jpg,Acer,"1 119,00 - 1 350,24 б.р."
https://static.1k.by/images/products/ip/125/ppe/9/3894609/id05b6d53b.jpg,ASUS,"3 805,00 - 4 470,00 б.р."
https://static.1k.by/images/products/ip/125/pp9/8/3937809/if29d69b63.jpg,Acer,"1 112,00 б.р."
https://static.1k.by/images/products/ip/125/pp6/8/3927645/ie7e9d2054.jpg,Dell,"2 665,51 - 3 253,95 б.р."
https://static.1k.by/images/products/ip/125/pp3/4/3927663/ib957d1815.jpg,Lenovo,"6 357,99 - 7 777,27 б.р."
https://static.1k.by/images/products/ip/125/pp5/4/3951583/i89d65a2ef.png,HP,"1 460,00 - 1 838,35 б.р."
https://static.1k.by/images/products/ip/125/pp4/3/3969121/ieff4590a4.png,HP,"2 348,99 - 2 789,74 б.р."
https://static.1k.by/images/products/ip/125/ppf/2/4053763/if9912e3d7.png,Lenovo,"2 108,58 - 2 167,16 б.р."
https://static.1k.by/images/products/ip/125/pp9/8/4111147/i4fd7a99cc.jpeg,Dell,"4 642,10 - 5 439,90 б.р."
https://static.1k.by/images/products/ip/125/pp5/2/4111393/ief3e061bf.jpg,Lenovo,"2 711,00 - 3 276,11 б.р."
https://static.1k.by/images/products/ip/125/pp4/4/4111713/ie7dbf3b9b.jpg,ASUS,"971,00 - 1 182,13 б.р."
https://static.1k.by/images/products/ip/125/pp1/7/4122059/i2f8a7d5d2.jpg,Acer,"1 268,00 - 1 567,95 б.р."
https://static.1k.by/images/products/ip/125/pp7/6/4130207/i10371e5a4.jpg,Acer,"1 554,00 - 1 851,69 б.р."
https://static.1k.by/images/products/ip/125/pp1/1/4131901/i71a6c53eb.jpg,ASUS,"3 620,00 - 4 100,00 б.р."
https://static.1k.by/images/products/ip/125/pp4/2/3727081/i7877dbc50.png,HP,"1 694,22 - 2 935,00 б.р."
https://static.1k.by/images/products/ip/125/pp7/f/4135081/ic56610d44.jpg,HP,"2 468,62 - 2 895,57 б.р."
https://static.1k.by/images/products/ip/125/pp5/5/4141951/id1e9e7540.jpg,ASUS,"2 077,00 - 2 321,48 б.р."
https://static.1k.by/images/products/ip/125/ppa/1/4146131/i8508a4ed6.jpeg,Acer,"2 519,00 - 3 036,24 б.р."
https://static.1k.by/images/products/ip/125/pp8/0/4147353/ia719bb147.jpg,Dell,"2 095,00 - 2 464,50 б.р."
https://static.1k.by/images/products/ip/125/ppb/c/4148967/i0e308653c.jpg,Acer,"1 651,00 - 1 930,91 б.р."
https://static.1k.by/images/products/ip/125/pp5/5/4148987/i145475709.jpg,Acer,"1 846,00 - 2 313,25 б.р."
https://static.1k.by/images/products/ip/125/pp0/0/4149613/ic0ddad205.jpg,Acer,"1 209,00 - 1 417,44 б.р."
https://static.1k.by/images/products/ip/125/pp3/5/4157491/ifa682662d.jpg,Lenovo,"1 426,00 - 1 742,34 б.р."
https://static.1k.by/images/products/ip/125/pp9/1/4163545/iba8cbbd39.jpeg,Lenovo,"4 283,33 - 4 799,60 б.р."
https://static.1k.by/images/products/ip/125/ppd/4/4175215/i689fc2edb.jpg,ASUS,"2 727,00 - 3 026,30 б.р."
https://static.1k.by/images/products/ip/125/ppd/2/4176365/i83edcaf58.jpeg,Dell,"2 072,30 - 2 378,70 б.р."
https://static.1k.by/images/products/ip/125/ppc/1/4176471/i2aee248a3.jpg,ASUS,"3 323,00 - 3 917,48 б.р."
https://static.1k.by/images/products/ip/125/pp4/e/4177255/i67f14e546.jpeg,HP,"718,00 - 877,21 б.р."
https://static.1k.by/images/products/ip/125/ppf/3/4179819/i48c07d724.png,HP,"1 160,00 - 1 373,18 б.р."
https://static.1k.by/images/products/ip/125/pp1/5/4181517/icf79b59ec.jpeg,Dell,"1 712,00 - 1 790,99 б.р."
https://static.1k.by/images/products/ip/125/ppa/5/4188609/i7b1308534.jpeg,Dell,"1 089,00 - 1 264,00 б.р."
https://static.1k.by/images/products/ip/125/ppf/a/3796439/ia5a506bd9.jpg,HP,"4 695,40 б.р."
https://static.1k.by/images/products/ip/125/pp4/c/3927575/i0100712aa.jpg,Acer,"1 215,00 - 1 355,99 б.р."
https://static.1k.by/images/products/ip/125/ppf/0/3112749/ib4a30d364.png,HP,"1 325,00 - 2 764,21 б.р."
https://static.1k.by/images/products/ip/125/pp5/f/3726835/i747ef0fca.jpg,ASUS,"2 058,00 - 4 295,00 б.р."
https://static.1k.by/images/products/ip/125/pp8/b/3829271/i237c288a8.jpg,ASUS,"2 510,22 б.р."
https://static.1k.by/images/products/ip/125/ppa/c/3796459/i0556b87f8.jpg,Dell,"1 258,68 - 2 302,14 б.р."
https://static.1k.by/images/products/ip/125/ppb/a/3937775/i7c50a684a.jpg,Lenovo,"4 329,40 - 4 845,59 б.р."
https://static.1k.by/images/products/ip/125/ppa/e/3927479/i454bea563.jpg,Acer,"913,92 - 1 110,11 б.р."
https://static.1k.by/images/products/ip/125/pp9/2/3948019/i77e165761.jpg,Acer,"1 028,00 - 1 272,62 б.р."
https://static.1k.by/images/products/ip/125/pp8/9/3969043/i18232a84d.jpg,Dell,"2 781,27 - 3 206,37 б.р."
https://static.1k.by/images/products/ip/125/ppb/d/4043313/ida1809040.jpg,Dell,"1 808,99 - 2 181,38 б.р."
https://static.1k.by/images/products/ip/125/pp1/4/4043615/i74615b216.jpg,Lenovo,"3 870,99 - 4 775,26 б.р."
https://static.1k.by/images/products/ip/125/pp3/d/4044689/ia908f931d.jpg,Lenovo,"1 820,00 - 2 083,59 б.р."
https://static.1k.by/images/products/ip/125/pp3/7/4044839/ica3cb3867.jpg,Acer,"1 239,00 - 1 571,62 б.р."
https://static.1k.by/images/products/ip/125/pp8/d/4089775/i85b86f670.jpg,HP,"1 220,00 - 1 508,15 б.р."
https://static.1k.by/images/products/ip/125/pp7/4/4111143/ic45a49f7c.jpg,HP,"4 586,99 - 5 587,28 б.р."
https://static.1k.by/images/products/ip/125/ppa/6/4131623/i4e96bd51c.jpg,Acer,"1 917,00 - 2 176,38 б.р."
https://static.1k.by/images/products/ip/125/ppf/2/4135207/ic3bbeb245.jpg,Acer,"2 201,00 - 2 867,60 б.р."
https://static.1k.by/images/products/ip/125/ppd/e/4143581/i420b82fa9.jpg,HP,"1 330,86 - 1 549,00 б.р."
https://static.1k.by/images/products/ip/125/ppf/7/4143941/iec2ff6973.jpg,Acer,"1 370,00 - 1 473,97 б.р."
https://static.1k.by/images/products/ip/125/pp4/7/4144325/i5ca1fc8a4.jpg,Acer,"4 981,00 - 5 972,95 б.р."
https://static.1k.by/images/products/ip/125/pp2/8/4146117/i88ce71043.jpg,Acer,"2 252,00 - 2 710,77 б.р."
https://static.1k.by/images/products/ip/125/pp7/f/4146679/i7dfcaf0d0.jpg,Xiaomi,"3 633,00 - 3 951,20 б.р."
https://static.1k.by/images/products/ip/125/pp7/9/4148619/i76bc5f509.jpeg,HP,"1 122,00 - 1 372,77 б.р."
https://static.1k.by/images/products/ip/125/pp9/1/4155945/i205021602.png,Lenovo,"971,00 - 1 230,89 б.р."
https://static.1k.by/images/products/ip/125/pp0/e/4159295/i14aa2e9b8.jpg,HP,"1 731,99 - 2 180,90 б.р."
https://static.1k.by/images/products/ip/125/pp0/b/4160579/i5225d153f.jpeg,HP,"3 277,99 - 3 724,66 б.р."
https://static.1k.by/images/products/ip/125/pp7/1/4162811/i5c7932708.jpg,Lenovo,"1 208,00 - 1 460,41 б.р."
https://static.1k.by/images/products/ip/125/pp9/f/4164363/i645204d55.jpeg,HP,"5 065,50 - 6 208,57 б.р."
https://static.1k.by/images/products/ip/125/ppd/9/4164377/ib088047da.png,Lenovo,"1 326,99 - 1 535,38 б.р."
https://static.1k.by/images/products/ip/125/ppc/8/4164379/i1346671b5.png,Lenovo,"2 094,99 - 2 247,79 б.р."
https://static.1k.by/images/products/ip/125/pp2/2/4174331/i80b49abb5.jpg,Dell,"1 738,20 - 2 019,76 б.р."
https://static.1k.by/images/products/ip/125/pp6/3/4174343/i3e31750f4.jpg,Lenovo,"1 882,00 - 2 198,54 б.р."
https://static.1k.by/images/products/ip/125/pp3/4/4176179/ifb595d439.jpg,HP,"1 679,00 - 1 868,25 б.р."
https://static.1k.by/images/products/ip/125/pp4/c/4176353/i712295362.jpg,Dell,"1 645,70 - 3 615,38 б.р."
https://static.1k.by/images/products/ip/125/pp0/c/4176363/i9941e7381.jpeg,Dell,"1 878,80 - 2 158,54 б.р."
https://static.1k.by/images/products/ip/125/ppc/1/4176383/i3e742c2a9.jpg,Lenovo,"1 381,00 - 1 594,87 б.р."
https://static.1k.by/images/products/ip/125/pp7/0/4176453/ife05abf1b.jpg,Lenovo,"2 438,00 - 2 924,37 б.р."
https://static.1k.by/images/products/ip/125/pp4/1/4178355/i34aaade56.jpeg,ASUS,"1 686,00 - 2 052,18 б.р."
https://static.1k.by/images/products/ip/125/pp6/a/4179821/id10545b08.png,HP,"1 577,00 - 1 742,64 б.р."
https://static.1k.by/images/products/ip/125/ppa/f/4181605/i6d5e93a92.jpg,Dell,"3 419,00 - 4 204,78 б.р."
https://static.1k.by/images/products/ip/125/pp1/e/3965793/i70254abb1.jpg,ASUS,"805,00 - 930,41 б.р."
https://static.1k.by/images/products/ip/125/pp3/e/4131453/iba5d05ca0.jpeg,ASUS,"1 274,00 - 1 514,12 б.р."
https://static.1k.by/images/products/ip/125/pp3/f/4174817/iea4145b3f.jpg,Lenovo,"1 412,23 - 1 616,50 б.р."
https://static.1k.by/images/products/ip/125/pp2/8/2936291/i476b71ea4.jpg,Lenovo,"3 545,00 б.р."
https://static.1k.by/images/products/ip/125/ppb/e/3220727/iab479cc96.png,Lenovo,"1 710,00 б.р."
https://static.1k.by/images/products/ip/125/pp7/5/3726853/i2d93d4d59.jpg,Acer,"3 970,00 - 10 727,65 б.р."
https://static.1k.by/images/products/ip/125/pp3/6/3726761/id9dd608a5.jpg,Lenovo,"1 127,30 - 3 731,75 б.р."
https://static.1k.by/images/products/ip/125/pp0/c/3470169/i3e40140ce.jpg,HP,"1 595,00 - 3 151,00 б.р."
https://static.1k.by/images/products/ip/125/ppb/4/3775519/i270963ad9.jpg,Acer,"1 733,00 б.р."
https://static.1k.by/images/products/ip/125/ppd/c/3849921/i48adf0d01.jpg,ASUS,"2 034,00 - 2 100,00 б.р."
https://static.1k.by/images/products/ip/125/pp3/8/3850445/i54d3b26d1.jpg,ASUS,"2 285,00 - 2 345,00 б.р."
https://static.1k.by/images/products/ip/125/pp7/2/3937673/i42207f419.jpg,MSI,"2 359,00 - 3 213,00 б.р."
https://static.1k.by/images/products/ip/125/ppc/2/3948947/idc74d4982.jpg,ASUS,"1 451,00 - 1 782,21 б.р."
https://static.1k.by/images/products/ip/125/pp5/0/3951343/i6ac7054e1.jpg,ASUS,"2 022,00 - 2 494,89 б.р."
https://static.1k.by/images/products/ip/125/pp1/f/3965803/ic711f4594.jpg,ASUS,"2 202,00 - 2 562,85 б.р."
https://static.1k.by/images/products/ip/125/pp0/c/3968961/i49094d604.jpg,Acer,"1 042,00 - 1 366,77 б.р."
https://static.1k.by/images/products/ip/125/pp4/9/3969015/icc405fce7.jpeg,ASUS,"963,07 - 1 526,75 б.р."
https://static.1k.by/images/products/ip/125/ppf/1/4033057/iabfcd9718.jpg,Lenovo,"1 292,00 - 1 618,25 б.р."
https://static.1k.by/images/products/ip/125/pp8/5/4048855/id43448408.jpg,Lenovo,"1 343,00 - 1 627,38 б.р."
https://static.1k.by/images/products/ip/125/pp0/9/4049533/iccdd90a3a.jpg,Acer,"1 352,00 - 1 678,60 б.р."
https://static.1k.by/images/products/ip/125/pp3/4/4069907/i1f1709950.png,Lenovo,"2 089,00 - 2 488,30 б.р."
https://static.1k.by/images/products/ip/125/pp4/4/4131479/id8280d18b.jpg,Acer,"2 038,00 - 2 852,74 б.р."
https://static.1k.by/images/products/ip/125/pp5/f/4131615/iae3463cd8.jpg,Acer,"2 833,00 - 3 577,56 б.р."
https://static.1k.by/images/products/ip/125/pp5/b/4134907/i988b29bfd.jpg,Acer,"2 339,00 - 2 849,51 б.р."
https://static.1k.by/images/products/ip/125/ppc/e/4135183/i5276fafe5.jpg,Acer,"4 151,00 - 4 936,34 б.р."
https://static.1k.by/images/products/ip/125/pp5/2/4144773/i1f8dbb2b1.jpeg,ASUS,"2 688,00 - 3 370,80 б.р."
https://static.1k.by/images/products/ip/125/pp7/c/4146173/id0742c787.jpg,HP,"2 871,00 - 3 413,20 б.р."
https://static.1k.by/images/products/ip/125/ppe/6/4146915/i288bb7115.jpg,HP,"1 778,60 - 2 380,85 б.р."
https://static.1k.by/images/products/ip/125/ppd/b/4146927/i04f6faf34.jpg,HP,"1 209,00 - 1 542,72 б.р."
https://static.1k.by/images/products/ip/125/pp5/8/4148985/icea84de2d.jpg,Acer,"2 422,00 - 2 789,74 б.р."
https://static.1k.by/images/products/ip/125/pp6/c/4155971/ie2dd918a7.jpg,Dell,"2 920,28 - 3 545,70 б.р."
https://static.1k.by/images/products/ip/125/pp2/9/4162859/ie1d54de5c.jpg,ASUS,"1 386,00 - 1 861,75 б.р."
https://static.1k.by/images/products/ip/125/pp0/4/4162863/i4ec3bef25.jpg,Dell,"3 321,72 - 4 053,17 б.р."
https://static.1k.by/images/products/ip/125/pp0/7/4164365/i0c6e52b1d.jpg,HP,"2 349,00 - 2 793,10 б.р."
https://static.1k.by/images/products/ip/125/pp4/a/4174361/i66982c9f0.jpg,Lenovo,"1 316,00 - 1 869,44 б.р."
https://static.1k.by/images/products/ip/125/ppe/f/4174577/iaac0a552d.jpg,Acer,"2 206,00 - 2 562,92 б.р."
https://static.1k.by/images/products/ip/125/pp8/d/4175205/i0102c9932.jpg,MSI,"6 961,00 - 8 948,11 б.р."
https://static.1k.by/images/products/ip/125/pp5/f/4177419/ic863f97bb.jpg,HP,"2 369,65 - 2 754,37 б.р."
https://static.1k.by/images/products/ip/125/pp8/f/4179805/i489efd8c7.jpg,HP,"1 088,00 - 1 259,34 б.р."
https://static.1k.by/images/products/ip/125/pp8/0/4188611/i23b0d57bd.jpg,Dell,"1 958,80 - 2 249,80 б.р."
https://static.1k.by/images/products/ip/125/ppa/8/4188627/if5e3efe5a.jpg,Dell,"1 865,00 - 2 196,80 б.р."
https://static.1k.by/images/products/ip/125/pp2/a/4191825/ibcf6bcc7c.jpg,Lenovo,"1 272,00 - 1 579,40 б.р."
https://static.1k.by/images/products/ip/125/ppc/4/4193707/i06e3c369a.jpg,ASUS,"4 781,50 - 5 098,60 б.р."
https://static.1k.by/images/products/ip/125/pp0/e/4194091/i9c524990c.png,Lenovo,"1 303,00 - 1 608,50 б.р."
https://static.1k.by/images/products/ip/125/pp9/4/3659447/id4e52f199.jpeg,IRBIS,"399,00 - 596,30 б.р."
https://static.1k.by/images/products/ip/125/pp7/d/3850411/i28e7c5928.jpg,ASUS,"14 999,00 б.р."
https://static.1k.by/images/products/ip/125/pp1/b/4105107/i531bf0caf.png,HP,"1 316,00 - 1 346,00 б.р."
https://static.1k.by/images/products/ip/125/ppf/2/3732369/ibb01e5875.jpg,Lenovo,"2 192,80 - 3 845,89 б.р."
https://static.1k.by/images/products/ip/125/pp8/b/3914465/i868baf0be.jpg,ASUS,"1 532,00 - 2 331,00 б.р."
https://static.1k.by/images/products/ip/125/pp5/4/3814515/i8a16b89a4.png,HP,"984,02 - 1 191,77 б.р."
https://static.1k.by/images/products/ip/125/ppc/f/3926669/ibe3785f19.jpg,MSI,"2 220,00 - 2 600,00 б.р."
https://static.1k.by/images/products/ip/125/ppb/3/4030277/i9f3a3451c.jpg,ASUS,"1 732,00 - 2 025,00 б.р."
https://static.1k.by/images/products/ip/125/pp2/f/3927291/if01412244.jpg,Acer,"1 099,00 - 1 374,48 б.р."
https://static.1k.by/images/products/ip/125/pp3/8/4030313/i303178bfe.jpg,ASUS,"975,20 - 1 334,00 б.р."
https://static.1k.by/images/products/ip/125/pp2/b/4041579/i8cb4210a4.jpg,ASUS,"1 062,00 - 1 690,00 б.р."
https://static.1k.by/images/products/ip/125/pp8/e/3980813/i31c7dbd35.jpg,Lenovo,"2 416,00 - 2 959,00 б.р."
https://static.1k.by/images/products/ip/125/pp3/5/4039525/i431c2550f.jpg,ASUS,"1 916,00 - 2 325,86 б.р."
https://static.1k.by/images/products/ip/125/pp1/c/4049711/i989ca5bc6.jpg,HP,"3 409,67 - 4 013,70 б.р."
https://static.1k.by/images/products/ip/125/pp1/e/4049907/i6b7dbbfb3.jpg,HP,"1 865,00 - 2 116,77 б.р."
https://static.1k.by/images/products/ip/125/ppc/a/4111363/iad58ed64d.jpg,Lenovo,"1 554,00 - 1 744,99 б.р."
https://static.1k.by/images/products/ip/125/ppc/1/4131719/if6bae865e.jpg,Acer,"1 451,00 - 1 727,62 б.р."
https://static.1k.by/images/products/ip/125/ppf/8/4134891/ia3f21d5f3.jpg,Acer,"2 784,00 - 3 479,44 б.р."
https://static.1k.by/images/products/ip/125/ppa/b/4141949/i3913fdc7e.jpg,ASUS,"1 933,00 - 2 234,75 б.р."
https://static.1k.by/images/products/ip/125/pp3/0/4144757/ifad5ae64c.jpeg,ASUS,"4 512,55 - 4 522,55 б.р."
https://static.1k.by/images/products/ip/125/ppb/6/4148603/if84e8c94f.jpg,HP,"2 218,80 - 2 634,96 б.р."
https://static.1k.by/images/products/ip/125/ppf/b/4148945/i6d32424ee.jpg,ASUS,"1 433,00 - 1 700,58 б.р."
https://static.1k.by/images/products/ip/125/pp8/7/4157211/ice44ed8b9.jpeg,HP,"1 347,00 - 1 645,70 б.р."
https://static.1k.by/images/products/ip/125/pp5/8/4174325/ic33cefa13.jpeg,Dell,"2 229,00 - 2 489,00 б.р."
https://static.1k.by/images/products/ip/125/pp9/6/4177389/i869e26035.jpeg,HP,"1 356,00 - 1 948,03 б.р."
https://static.1k.by/images/products/ip/125/ppb/d/4178121/ibe4e0313c.png,HP,"711,00 - 939,46 б.р."
https://static.1k.by/images/products/ip/125/pp1/9/4178133/ice9565133.png,HP,"853,00 - 966,60 б.р."
https://static.1k.by/images/products/ip/125/pp7/6/4178927/i33c5395d1.jpeg,ASUS,"2 388,00 - 2 754,30 б.р."
https://static.1k.by/images/products/ip/125/ppc/c/4217107/i15d67817e.jpeg,HP,"3 444,93 - 4 996,00 б.р."
https://static.1k.by/images/products/ip/125/pp2/6/4179825/i9f1166503.jpg,HP,"6 374,77 - 7 384,04 б.р."
https://static.1k.by/images/products/ip/125/ppd/5/3937805/i9a8fdae2c.jpg,Xiaomi,"2 034,10 - 2 382,00 б.р."
https://static.1k.by/images/products/ip/125/ppe/5/3850425/i8fced2e55.jpg,MSI,"2 928,00 - 3 622,50 б.р."
https://static.1k.by/images/products/ip/125/ppd/2/3915599/ibd3a8fbfd.jpg,Dell,"829,50 - 995,10 б.р."
https://static.1k.by/images/products/ip/125/ppf/4/3732519/i0e2c48c9d.jpg,Acer,"898,00 - 1 594,00 б.р."
https://static.1k.by/images/products/ip/125/ppb/7/3927297/i841e88155.jpg,Acer,"1 224,00 - 1 555,41 б.р."
https://static.1k.by/images/products/ip/125/pp1/c/3965999/i043488e81.jpg,Lenovo,"2 576,76 - 3 647,62 б.р."
https://static.1k.by/images/products/ip/125/pp3/c/3968905/ib678512d1.jpg,Lenovo,"1 403,00 - 1 989,74 б.р."
https://static.1k.by/images/products/ip/125/ppc/f/3979517/i06dbdd8cc.jpeg,MSI,"3 316,00 - 3 876,33 б.р."
https://static.1k.by/images/products/ip/125/ppf/d/3914503/i21513830c.jpg,ASUS,"2 670,00 - 2 930,00 б.р."
https://static.1k.by/images/products/ip/125/pp9/0/4066621/i7a73b8b9e.jpg,Dell,"3 803,06 - 4 594,87 б.р."
https://static.1k.by/images/products/ip/125/ppa/3/4111149/i2c1cda070.jpeg,Dell,"4 879,99 - 5 769,78 б.р."
https://static.1k.by/images/products/ip/125/pp2/a/4131455/i73e6e7dec.jpeg,ASUS,"1 208,00 - 1 533,39 б.р."
https://static.1k.by/images/products/ip/125/ppb/b/4143563/i64a874b94.png,Lenovo,"1 633,58 - 1 898,15 б.р."
https://static.1k.by/images/products/ip/125/pp8/3/4144345/i9451c83bb.jpeg,HP,"5 681,99 - 6 778,67 б.р."
https://static.1k.by/images/products/ip/125/pp1/e/4155039/ideccd4dbd.jpg,ASUS,"3 500,00 б.р."
https://static.1k.by/images/products/ip/125/pp4/a/4156385/i812bba8b8.png,Lenovo,"5 053,63 - 6 267,30 б.р."
https://static.1k.by/images/products/ip/125/pp4/6/4156417/iadff63085.png,Lenovo,"3 590,08 - 4 062,40 б.р."
https://static.1k.by/images/products/ip/125/pp4/4/4174329/i77da6f4ef.jpg,Dell,"1 606,42 - 1 796,18 б.р."
https://static.1k.by/images/products/ip/125/pp6/8/4174367/i833db4420.jpg,Acer,"1 175,00 - 1 355,62 б.р."
https://static.1k.by/images/products/ip/125/pp7/9/4174389/i88670eef0.png,ASUS,"2 230,00 - 2 774,79 б.р."
https://static.1k.by/images/products/ip/125/ppa/d/4175455/ica603525f.jpg,MSI,"4 830,00 - 5 898,89 б.р."
https://static.1k.by/images/products/ip/125/ppf/1/4175825/i3908e8288.jpg,Acer,"1 982,00 - 2 332,21 б.р."
https://static.1k.by/images/products/ip/125/pp0/0/4176497/i5ae87f6c9.jpg,Dell,"1 672,10 - 1 918,54 б.р."
https://static.1k.by/images/products/ip/125/pp5/c/4177229/i2807e17aa.png,HP,"992,00 - 1 162,52 б.р."
https://static.1k.by/images/products/ip/125/ppd/1/4177247/i623ff0b82.jpeg,HP,"1 194,00 - 1 382,70 б.р."
https://static.1k.by/images/products/ip/125/ppc/8/4177413/if34701e3e.jpg,HP,"2 393,00 - 2 872,60 б.р."
https://static.1k.by/images/products/ip/125/pp1/e/4178353/i124583a7e.jpg,ASUS,"3 316,00 - 3 807,47 б.р."
